Unnamed: 0,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도,Okt_tokens,KNU_Score,KNU_label
309,"늘믿고 구매하는곳이예요 다양하게 김밥쌀때도
넣고 주먹밥할때도넣고 아삭아삭 맛나요^^",5,2023.12.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['늘', '믿고', '구매', '하는', '곳', '이', '예요', '다양하게', '김밥', '쌀때', '도', '\n', '넣고', '주먹밥', '할', '때', '도', '넣고', '아삭아삭', '맛', '나', '요', '^^']",2,긍정
310,아삭아식 너무 맛있네요 입맛없으신 엄마때문에 주문했는데  다행히 엄마도  맛있다하셔서 다행이에요,5,2023.12.12.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '아', '식', '너무', '맛있네요', '입맛', '없으신', '엄마', '때문', '에', '주문', '했는데', '다행히', '엄마', '도', '맛있다하셔서', '다행', '이에요']",0,중립
311,제가 너무 좋아해서 주문했는데 삼겹살 구워서 가족들과 함께 아주 맛있게 먹었습니다. 아삭아삭 너무 맛있어요.,5,2023.12.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['제', '가', '너무', '좋아해서', '주문', '했는데', '삼겹살', '구워서', '가족', '들', '과', '함께', '아주', '맛있게', '먹었습니다', '.', '아삭아삭', '너무', '맛있어요', '.']",3,긍정
312,"너무 맛있어요
고깃집에서 조금씩 주는 장아찌 먹어보고 삼채, 초석잠, 궁채 알게되어서 검색해서 구매했습니다
넘 맛있네요!!",5,2023.12.11.,구매자거주인원 4인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['너무', '맛있어요', '\n', '고깃집', '에서', '조금씩', '주는', '장아찌', '먹어', '보고', '삼채', ',', '초석', '잠', ',', '궁채', '알', '게', '되어서', '검색', '해서', '구매', '했습니다', '\n', '넘', '맛있네요', '!!']",0,중립
313,선물한 건데 맛있게 드심 좋겠네요.,5,2023.12.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['선물', '한', '건데', '맛있게', '드심', '좋겠네요', '.']",2,긍정
314,"국내에서 직접 만드신거라고 하더니 너무 아삭거리고 새콤하고 맛있네요^^
한 번에 두통을 구매하길 잘했어요.
다른 곳에서도 사서 먹어봤는데 절대 비교불가입니다!!
간은 되어 있으니 양념해서 살짝 무쳐 먹어도 맛있구요^^
김밥에 단무지 대신 넣어 먹음 아주 최상급의 김밥이 되네요^^
고기랑 곁들이면 깔끔하면서 너무 맛있네요~~",5,2023.12.10.,구매자거주인원 3인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,아주 넉넉해요,꼼꼼해요,맛있어요,"['국내', '에서', '직접', '만드신거라고', '하더니', '너무', '아삭거리고', '새', '콤', '하고', '맛있네요', '^^', '\n', '한', '번', '에', '두통', '을', '구매', '하길', '잘', '했어요', '.', '\n', '다른', '곳', '에서도', '사서', '먹어', '봤는데', '절대', '비교', '불가', '입니다', '!!', '\n', '간', '은', '되어', '있으니', '양념', '해서', '살짝', '무쳐', '먹어도', '맛있구요', '^^', '\n', '김밥', '에', '단무지', '대신', '넣어', '먹음', '아주', '최상급', '의', '김밥', '이', '되네요', '^^', '\n', '고기랑', '곁들이면', '깔끔하면서', '너무', '맛있네요', '~~']",4,긍정
315,잘받았어요. 맛있어요,4,2023.12.09.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['잘', '받았어요', '.', '맛있어요']",1,긍정
316,고기하고 같이 먹으니 깔끔하고 맛있어요^^,5,2023.12.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['고기', '하고', '같이', '먹으니', '깔끔하고', '맛있어요', '^^']",1,긍정
317,"이번이 두번째 너무 맛있게 먹고 있어요.
배송도 빠르고 포장도 꼼꼼하고
입맛이 없어서 짱아찌를 먹으니 살짝씩 도네요.많이 파서요.",5,2023.12.08.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요,"['이번', '이', '두번째', '너무', '맛있게', '먹고', '있어요', '.', '\n', '배송', '도', '빠르고', '포장', '도', '꼼꼼하고', '\n', '입맛', '이', '없어서', '짱아찌', '를', '먹으니', '살짝', '씩', '도', '네', '요', '.', '많이', '파서', '요', '.']",2,긍정
318,항상잘먹고있어요 감사합니다,5,2023.12.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['항상', '잘', '먹고있어요', '감사합니다']",1,긍정
319,"포장은 깔끔하고 너무 맛있어서 재구매 계속 하고 있습니다.^^
배송도 엄청빨라요",5,2023.12.08.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요,"['포장', '은', '깔끔하고', '너무', '맛있어서', '재구매', '계속', '하고', '있습니다', '.^^', '\n', '배송', '도', '엄청', '빨라요']",0,중립
320,아주아주 자알 쓰는중,5,2023.12.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아주아주', '자알', '쓰는', '중']",0,중립
321,마니파세요마니파세요,5,2023.12.07.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['마니', '파세요', '마니', '파세요']",0,중립
322,여기저기선물드렸는데맛있다고야단입니다,5,2023.12.07.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요,"['여기저기', '선물', '드렸는데', '맛있다고야단', '입니다']",0,중립
323,좋아요 좋아요 좋아요,5,2023.12.07.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['좋아요', '좋아요', '좋아요']",0,중립
324,부모님이 너무 맛있어 하셔서 떨어지지 않게 주문합니다~ 아삭아삭 맛이 좋아요,4,2023.12.07.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['부모님', '이', '너무', '맛있어', '하셔서', '떨어지지', '않게', '주문', '합니다', '~', '아삭아삭', '맛', '이', '좋아요']",0,중립
325,맛있고 또 구매의사 있습니,5,2023.12.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있고', '또', '구매', '의사', '있', '습', '니']",0,중립
326,"진짜 너무 맛있어요ㅠㅠ 모든 식단에 다 어울리고, 김밥 싸먹어도 진짜 맛있어요",5,2023.12.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['진짜', '너무', '맛있어요', 'ㅠㅠ', '모든', '식단', '에', '다', '어울리고', ',', '김밥', '싸', '먹어도', '진짜', '맛있어요']",2,긍정
327,말이 필요없어요.~ 두말하면 입 아프고 잔소리죠.~^^ 최고입니다  ,5,2023.12.06.,구매자거주인원 6인 이상대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 6인 이상대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['말', '이', '필요없어요', '.~', '두', '말', '하', '면', '입', '아프고', '잔소리', '죠', '.~^^', '최고', '입니다']",-1,부정
328,빠른배송에  꼼꼼한포장  착한가격  모두만족합니다,5,2023.12.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['빠른', '배송', '에', '꼼꼼한', '포장', '착한', '가격', '모두', '만족합니다']",4,긍정
329,짜지도않고맛도좋고영양가도풍부~~~,5,2023.12.05.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요,"['짜지도', '않고', '맛', '도', '좋고', '영양가', '도', '풍부', '~~~']",2,긍정
330,"짜지않고 아삭하니고
씹는맛이 일품였어요!~
3개 삿었는데 2개는 두아들집에 뺏기고 한개만 제가먹었는데 밥하고 먹기좋아서 또
재 구매 하려구요!~^",5,2023.12.05.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['짜지', '않고', '아', '삭', '하니', '고', '\n', '씹는', '맛', '이', '일품', '였어요', '!~', '\n', '3', '개', '삿었는데', '2', '개는', '두', '아들', '집', '에', '뺏기고', '한개', '만', '제', '가', '먹었는데', '밥', '하고', '먹기', '좋아서', '또', '\n', '재', '구매', '하려구요', '!~^']",2,긍정
331,"선물로 보내드렸는데 맛있다고 정말 좋아하셨어요~
역시 믿고 먹는 유리네 입니다~",5,2023.12.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['선물', '로', '보내', '드렸는데', '맛있다고', '정말', '좋아하셨어요', '~', '\n', '역시', '믿고', '먹는', '유리', '네', '입니다', '~']",1,긍정
332,배송 하루만에 와요 잘먹겠습니다~~,5,2023.12.01.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요,"['배송', '하루', '만에', '와요', '잘', '먹겠습니다', '~~']",1,긍정
333,맛은 있는데 강한 맛이 부담스럽네요  더 순한 맛이면  더 좋겠어요,4,2023.12.01.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['맛', '은', '있는데', '강한', '맛', '이', '부담스럽네요', '더', '순한', '맛', '이', '면', '더', '좋겠어요']",1,긍정
334,배송도 빠르고 좋아요,5,2023.12.01.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['배송', '도', '빠르고', '좋아요']",0,중립
335,너무 맛있어요 다음에도 사먹을께요,5,2023.11.30.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['너무', '맛있어요', '다음', '에도', '사먹을께요']",0,중립
336,궁채 아삭아삭 맛있어요,5,2023.11.30.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '아삭아삭', '맛있어요']",0,중립
337,"배송 잘 받았습니다
먹어봤더니 맛있네요
새콤한맛이 조금 부족한거 같아요
잘 먹을께요",4,2023.11.30.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['배송', '잘', '받았습니다', '\n', '먹어', '봤더니', '맛있네요', '\n', '새', '콤', '한', '맛', '이', '조금', '부족한거', '같아요', '\n', '잘', '먹을께요']",2,긍정
338,잘 받았습니다 감사합니다,5,2023.11.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['잘', '받았습니다', '감사합니다']",1,긍정
339,궁채 역시나 맛있어요! 맛도리집이네요ㅎㅎ,5,2023.11.30.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁채', '역시', '나', '맛있어요', '!', '맛', '도리', '집이네요', 'ㅎㅎ']",2,긍정
340,"너무나 맛있게 먹었던 아이 입니다
아프신 엄마가 입맛이 없어 이걸로  식사를 좀 하셨습니다 ~담에 또 구매 하겠습니다",5,2023.11.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무나', '맛있게', '먹었던', '아이', '입니다', '\n', '아프신', '엄마', '가', '입맛', '이', '없어', '이', '걸', '로', '식사', '를', '좀', '하셨습니다', '~', '담', '에', '또', '구매', '하겠습니다']",2,긍정
341,궁채장아찌 너무 맛있어요 재구매했네요,5,2023.11.29.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['궁채', '장아찌', '너무', '맛있어요', '재구매', '했네요']",0,중립
342,새콤달콤 하네요! 맛나요 ㅎ,4,2023.11.29.,구매자거주인원 2인유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 2인,꽤 남았어요,적당해요,맛있어요,"['새', '콤달콤', '하네요', '!', '맛', '나', '요', 'ㅎ']",0,중립
343,궁채장아찌 맛있었네영,5,2023.11.29.,맛 만족도평범해요유통기한아주 넉넉해요포장적당해요,,평범해요,아주 넉넉해요,적당해요,"['궁채', '장아찌', '맛있었', '네', '영']",0,중립
344,"맛있다고 추천했는데,
엄마도 맛있다네요
저도 다 먹으면 재주문하려구요",5,2023.11.28.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,적당해요,맛있어요,"['맛있다고', '추천', '했는데', ',', '\n', '엄마', '도', '맛있다네요', '\n', '저', '도', '다', '먹으면', '재', '주문', '하려구요']",0,중립
345,엄마 1통 드렸는데 너무 맛있다고 하셔서 더 주문해 드렸네요. 진짜 짜지도 너무 맛있어요~,5,2023.11.28.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요,"['엄마', '1', '통', '드렸는데', '너무', '맛있다고', '하셔서', '더', '주문', '해', '드렸네요', '.', '진짜', '짜지도', '너무', '맛있어요', '~']",-2,부정
346,맛있었어요. 밥이랑 먹었는데 식감도 좋구 맛있어요 굿굿,5,2023.11.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있었어요', '.', '밥', '이랑', '먹었는데', '식', '감도', '좋구', '맛있어요', '굿굿']",0,중립
347,가성비 좋거 구매평이 좋길래 구매해봤어요. 우리가족 입맛엔 좀 짠 것 같지만 아삭거리는 식감도 좋고 맛있어요. 먹을 때마다 조금씩 덜어서 물에 살짝 씻어먹으면 간이 맞더라구요. 만족합니다.,4,2023.11.28.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['가성', '비', '좋거', '구매', '평이', '좋길래', '구매', '해봤어요', '.', '우리', '가족', '입맛', '엔', '좀', '짠', '것', '같지만', '아삭거리는', '식', '감도', '좋고', '맛있어요', '.', '먹을', '때', '마다', '조금씩', '덜어서', '물', '에', '살짝', '씻어', '먹으면', '간이', '맞더라구요', '.', '만족합니다', '.']",2,긍정
